article_id,article_frame,comment_id,comment_frame,topic_group
10099582,6,ce87c2a2e2fc4d1a945ca39e21d7a3ce,6,climate change
10099582,6,cf252c9ba30542e1acd2c9cbe2f3298b,15,climate change
10099582,6,d16c39c377c447a5b6f96973d6fc8e67,15,climate change
10099582,6,d662f23adcfd4e8cb9229c03708721f4,15,climate change
10099582,6,d9c6b839633c4a14b68ccd5b6352d03d,6,climate change
10099582,6,dfcb1415093a4e2cad6540c4d5985449,15,climate change
10099582,6,e82ce7f21e594a038a7707d19789b0c3,6,climate change
10099582,6,f560ee1d29184bef9cdead4104234bd8,6,climate change
10157546,6,0e93722650f544a691661795321c8672,15,israel
10157546,6,1020e76ae96a409db1b4e66617e72fba,15,israel
10157546,6,1191de66c6cc49fe972bb03620eb4c76,15,israel
10157546,6,356f34f29f1d44e59cec35f08d69761f,6,israel
10157546,6,46894bf425234eba98962822579ef123,3,israel
10157546,6,4f5fe0e501c34b63af3c61e19c94505d,4,israel
10157546,6,5037c7f04cee466491cdaed3a11fd585,6,israel
10157546,6,536c3ec85e92497caaff13dcb24e3a70,6,israel
10157546,6,65f965883b574198b97fa5a37c5511bd,15,israel
10157546,6,6650b56fff004c7888b28ec62f29af2e,6,israel
10157546,6,6eb01015e3224529a4b4d392ef2342ae,4,israel
10157546,6,70c5e26a780b4604b2edf51ad425fd20,6,israel
10157546,6,73d8b6d0a275405281fd9f537b963216,15,israel
10157546,6,79bea7b98e8d4faf8deaeb60d935479f,15,israel
10157546,6,7de79f52b53a43d99c0c76cb5abc3b76,6,israel
10157546,6,8908c1c0ae914969ae6063a8c9b5537e,15,israel
10157546,6,93ffa62eba00490d971307ab4124706b,4,israel
10157546,6,b702beb36f434e0295ab1dc3c8161501,3,israel
10157546,6,da64a8eb107a4f29ac1ab576114fd0db,6,israel
10157546,6,e45899eb3a0343f5932f76904cb1ba4f,6,israel
10157546,6,e517b1d22c1c4e0f93d75fb576f9e7d3,15,israel
10157546,6,ece144f8dc644f0eae14f191df270ecb,6,israel
10193881,6,1298618536fd450491d9561f527e8a46,4,gay rights
10193881,6,348e6a4c05c34966983eae1206cf3317,15,gay rights
10193881,6,35f2450562f14b1b94dbf952ca6e16b7,11,gay rights
10193881,6,3a236cf15dea4b31a6db4cec7e764aff,11,gay rights
10193881,6,3c1c0eb88d73472a8a9c38bda0692dd7,3,gay rights
10193881,6,44d29e914c6042499d03cc1f845ca9ca,11,gay rights
10193881,6,4550e67c1a614020943956122c8b6d60,15,gay rights
10193881,6,4beae18f3df84d52adbcf56d383294af,5,gay rights
10193881,6,4e1ae207f5e74eea8f9f407eb4a61cdc,12,gay rights
10193881,6,543a6b6ddc264e9ebdfb06a2fb15876e,15,gay rights
10193881,6,584f4d27c72141148dc4ea5bd603440d,11,gay rights
10193881,6,5a2402fe4ae04ec491a3a41c3704868a,3,gay rights
10193881,6,6fc1bb725a544091b6e8bd6ee8fc9822,5,gay rights
10193881,6,7c4279605e664a3287999d9c6acd2003,6,gay rights
10193881,6,80a62f30dd544b4ab45ffcf26e1ca9de,11,gay rights
10193881,6,835479ce00594b9d99f7e7831ad85017,11,gay rights
10193881,6,847aef36dfe9432c90c727ba0349af1d,15,gay rights
10193881,6,8a5990ca0786449e8950026fab7266f4,6,gay rights
10193881,6,8c5eed3b47964981b728956bb02c0238,12,gay rights
10193881,6,8c9682088ed04304b1f9c44abb0aa632,6,gay rights
10193881,6,8f86499b4b534ea99abc4861924364d0,5,gay rights
10193881,6,902129dad11247bcaac0c0f0674fa244,15,gay rights
10193881,6,988855235ac04e80b2430f8b9911c8c7,6,gay rights
10193881,6,9bee32555b4b46a88227d0feec666263,5,gay rights
10193881,6,a9c27df76f3940f28f4666d2f15f6190,15,gay rights
10193881,6,b0ba6b7fb0de4ed7946a1cc4d65a188f,12,gay rights
10193881,6,b979fd7d12d048f89fd73c5f671ecd84,15,gay rights
10193881,6,be556649531b49e4bec9658e71192386,15,gay rights
10193881,6,c39f748dd0e1446cba2dc26835889dc0,3,gay rights
10193881,6,c4d96d7b5063416697b9ac2af5717851,6,gay rights
10193881,6,c8fbda771c37414980c57ba2dc91c81c,5,gay rights
10193881,6,d3a63eeddfb74b7e8af0af4c2e76ad01,15,gay rights
10193881,6,d4b412d315b14b2d8dbe3e47faf6b0f4,11,gay rights
10193881,6,e70ec879c7b84b83ae1605bcd1b89d33,12,gay rights
10316862,6,4862a10604b740b8a1c70e1ffd48ca28,6,israel
10316862,6,6579255d2a274b7eb50212a4acee78f8,15,israel
10316862,6,7745b81c7c2c42f884af637996933cd4,15,israel
10316862,6,8cddf6eb71294b25b2f599caaad25112,6,israel
10316862,6,a2e64cbeb7764c7dbb4f990ad9c142a6,15,israel
10316862,6,a9bc96827b694c1a8ef5ee94614ed3f0,6,israel
10316862,6,c8a2f982d4f441ddb1478cc7ef3f3334,6,israel
10316862,6,cdcd63aed2b3409e8b56ee6963bce900,15,israel
10316862,6,ce8020282812466e9f987ee2a40b15e8,15,israel
10316862,6,e8a6ff94998549f38da700932a94a760,6,israel
10316862,6,e8f559e55f7548449f490c8610f38f8f,6,israel
10316862,6,f7a078b5f0364601afdfc451649f4b66,11,israel
10316862,6,f8d3b51720cc4d6cb159de0ead83e0f9,15,israel
10316862,6,fa94953e800548ba811425dff64b703c,1,israel
10374471,1,04d6f78fd1d44218984a0080a5a1db02,1,climate change
10374471,1,08ffc66cc712481d8478c630dda233b5,1,climate change
10374471,1,0b438850f4e345d8bb906a44ad06cc9f,6,climate change
10374471,1,16965c2f38344f5f92ad1d817cf78159,1,climate change
10374471,1,1f691d3ba5d0475a9711e6792259bec8,15,climate change
10374471,1,2758a561054b4c2aaf599dedb121a1b0,6,climate change
10374471,1,5bba90ba7cb940699055c9d5b082f304,15,climate change
10374471,1,70c1b7a1d14b446b9645c490c5c54bf3,6,climate change
10374471,1,81ab8d26e813445e8bac6914155c5faf,15,climate change
10374471,1,8209fc40b4c04f70ad7341c2bf0a0c6a,6,climate change
10374471,1,834d7f1493174f6aa6b627621155b655,15,climate change
10374471,1,94ebc306ddb049ee8baf166aa885c99d,1,climate change
10374471,1,ae78d2bf05fb4a7ab58e5c9d66014bc2,1,climate change
10374471,1,b375f22415304d80be1c5e09c75bb47a,11,climate change
10374471,1,ba305bcc3fdf4da184fd636db8fc9aae,15,climate change
10374471,1,ccfecabd7724453190761be6dc6aff12,15,climate change
10374471,1,d55ded8fdf9d42f38a494ccf371c467e,6,climate change
10374471,1,dcb7a250e26b4bb7bac6ad2cc96cea36,5,climate change
10374471,1,f2b3b3121b4a4ea8a7fd9c8fd984d485,1,climate change
10374471,1,f67b84a2895f40b68484b6dc3cfc75e8,1,climate change
10374471,1,fb24453554354a9fafb6b21297846def,11,climate change
10374471,1,fc64501620504ab98064a0e4f000bc73,15,climate change
10449504,1,0d76226f162449f6ab78893853df4c50,12,climate change
10449504,1,167535a8e5514c93bf67ca3aec246ac5,6,climate change
10449504,1,30b8f018710942a298e8dd943835aea8,15,climate change
10449504,1,320a971b59b84b8586ed684519ae3087,1,climate change
10449504,1,3342ed8f68664a62a16250d1e1b01712,11,climate change
10449504,1,448b2ee4babf4cc8807e6e180bfd94b2,11,climate change
10449504,1,4d2a9ebef1ad491f80729833c9a584ab,9,climate change
10449504,1,5cf1551846ad4a5188a3e72b26a69275,15,climate change
10449504,1,667e64d8c2c64fd88e64c8ae486b0ca7,1,climate change
10449504,1,74f196b3e9a94582a32e55b7a99b0c28,15,climate change
10449504,1,7bd92d52e01042c0909d1760f0852839,15,climate change
10449504,1,8b3aeb8068d64c69b43f71007249ec0f,15,climate change
10449504,1,8ff3824eac6d4c61889676c1e8616613,15,climate change
10449504,1,9717a61b8c384b23bc040732ad11a4b9,6,climate change
10449504,1,973d4154f0a64ea7bc3ccca2a16d6048,1,climate change
10449504,1,9bd540fffebd4495aefdc904fe91b19b,1,climate change
10449504,1,b4db8787cb1c4fec97c7aaccd1c53849,1,climate change
10449504,1,b88db4da9e6c4ac4a00cec620d347246,15,climate change
10449504,1,cefbd8e6d5fe4bfc9de4dda7d9a3ae0e,6,climate change
10449504,1,d37031628fe44e76a6e869ad8264fcfa,1,climate change
10449504,1,f4c09709ca6b47fea138926a3f1b96ba,1,climate change
10449504,1,fd43b16f4f04456a8fc65edd9edd0293,15,climate change
10507009,1,266285c867cb49a0bce5ba3563ec0909,9,healthcare
10507009,1,26f4b853a68c497a938986387c700978,9,healthcare
10507009,1,37420ef871d640db9306d28fb9f6a1fe,9,healthcare
10507009,1,54499b9ba0984256b229ed5fd417dffe,6,healthcare
10507009,1,69287c07a65d4c66bd05aea470c708a9,1,healthcare
10507009,1,779563dcdc094c31a18d19c4e5cf18ba,15,healthcare
10507009,1,971aa5172e2540959afcc36d05ba9428,15,healthcare
10507009,1,a650851428e54d04af9b91aabaff07e8,15,healthcare
10507009,1,c56421a6bcf64ce7a9b062262f093ef0,9,healthcare
10507009,1,d88e971ebca24e5dbf64598fc530f9bb,1,healthcare
10507009,1,fdc998017c594debbb053cae1867432c,11,healthcare
10584536,6,01e1200722ea4d4b9dcfbf6d23889b2f,6,climate change
10584536,6,0c491465d78e4a75bf80bfb0211e56bc,6,climate change
10584536,6,2b14c6e384544bcebd80843ae001b384,1,climate change
10584536,6,35759b95b3384d9b9272d318ae73daf6,1,climate change
10584536,6,35b9a5b8cccb40a39dc7cbde6264d55d,6,climate change
10584536,6,3cd0844ba8d34578afdea0a9155bda92,1,climate change
10584536,6,b6b8ce0c2d1846678501fe4130a9e033,1,climate change
10584536,6,bff4d9755a82467ab03c3492bf73ee01,15,climate change
10584536,6,c6d2e13df1e8446188ea087006b63502,15,climate change
10584536,6,ccb86b28d70c4f06b786b79b6dc6781a,1,climate change
10705901,6,118756e6e7044989a01e267e8951ea36,3,education
10705901,6,19d02b42dd5d4e3db11ebda9f5a6c814,6,education
10705901,6,2970c1d818e145e9ac1a72ce75cf9a44,15,education
10705901,6,2a2ea5b2fc86403699985b09195c5496,6,education
10705901,6,5ca55bda1ac14a229322c570e7bfb80c,6,education
10705901,6,635597234e02401b8435275ad032172f,15,education
10705901,6,7699c57653bd4249ab0506660098ce4a,12,education
10705901,6,7c92ef67b50244888a0d7e8d12bfcbeb,5,education
10705901,6,8192434531e54cf2b0942d55049abfd9,1,education
10705901,6,9661e18aff25467888dba20573a12a7e,1,education
10705901,6,9edab125c8a94b56bedd11e39a647ecc,1,education
10705901,6,aebc8a9d2125471687c07f389d816af3,6,education
10705901,6,af8a7458ffd34476809e9bc28e13f84f,9,education
10705901,6,c40cfa62493b4db4ba5184eab9c080c3,3,education
10705901,6,ce75abb1011c42a78167b511aea7ba24,1,education
10705901,6,ef0821582b874393bd74a66e39921661,15,education
10798463,1,0524751c303a4e3bb9130b8ed697f8bc,1,climate change
10798463,1,08573adab48f49aab4b519fe19cb4d95,1,climate change
10798463,1,0d9bb1def76843f69a3780a612c45d0e,6,climate change
10798463,1,11dc07061a8a4f139c2c3262702c169f,15,climate change
10798463,1,1e4910c85d0b46db95fab5244847a84a,6,climate change
10798463,1,252e477176624b87b3f133e791b3f097,15,climate change
10798463,1,2825b06abdff4569b6f435d38f1d492f,1,climate change
10798463,1,28faaf8301134b2eb1db3f160dba9898,11,climate change
10798463,1,33649497a95c49b084138827acc569f5,15,climate change
10798463,1,3581323400eb489da966678fc9afea33,6,climate change
10798463,1,39b4883e47fd4afeb5fa490176a8454d,12,climate change
10798463,1,3affa3306c874b8a865d51d28c3856cc,1,climate change
10798463,1,3dc135e3983b4994a96ab9d36aecc61e,15,climate change
10798463,1,424d2c44b2bb42fabda65e64cf5c0210,1,climate change
10798463,1,4538cadc2d7d42c6adb991b13ea1862f,15,climate change
10798463,1,47140d6fb68c4ef8ac19a0c39f6bd9a6,1,climate change
10798463,1,50c1333ac8fc44c6885912f698101c9a,9,climate change
10798463,1,5d177ca84a9c4822880fc5923696b3d6,15,climate change
10798463,1,60ea5d64496741569b75488f4e0dc532,1,climate change
10798463,1,6248bb669ff74c17b535767c6f924549,1,climate change
10798463,1,65106373edab40e09744b5a30f3c4fef,15,climate change
10798463,1,6f9d8052ac9e4bb8b83d0b8837d129c5,15,climate change
10798463,1,909003468a3846e8978215396263cb92,1,climate change
10798463,1,9409aa53514e4da6a18d500bc4fb5610,15,climate change
10798463,1,9651c851e9c44bc99b56bd1456eb4ea0,1,climate change
10798463,1,9fd274e7d8a34a11aba2b078c994d43a,15,climate change
10798463,1,a6b2c3d1d9184c509f2b4490a4c5e24f,6,climate change
10798463,1,a706c1def7e448729023a1caffe21bda,1,climate change
10798463,1,b351f5658c854808bb751ca88ead4920,1,climate change
10798463,1,b39a79b7d8494029a91f427b5a3e54e7,1,climate change
10798463,1,b42e8787711d495b9a0c618e3577f034,11,climate change
10798463,1,b43348973c4442a2b33b0786cb5d4c7a,1,climate change
10798463,1,ba020824271f46209b7fc4f5e7a1e0b0,12,climate change
10798463,1,bafa1cdfac4c4385af0d4c81df05b699,1,climate change
10798463,1,be329785236f4026b62380ed0e459bb8,6,climate change
10798463,1,c443a446ddcf49c9bdb1eafa9ceb4bb1,15,climate change
10798463,1,c7375a2e40874e1a86b7c943b653bdc6,1,climate change
10798463,1,d667ee76662f42a4b7787079fa30871b,9,climate change
10798463,1,da57b4a0b61f4556a417092b1e21b89d,6,climate change
10798463,1,e2490f4fbf3d40c894714e669b89409d,1,climate change
10798463,1,ef083efe3730477c9e35e047c286b86a,1,climate change
10798463,1,f3e5853989ef4e49b91d331bbed61e61,1,climate change
10869374,1,015c0cb970cd4fd88b5c3be1a21aedaf,15,education
10869374,1,03311adec415423fa2270f563f2443f9,1,education
10869374,1,0563fca8c90f493da64986076ef692c2,1,education
10869374,1,07c813c6c0af4cd8b3402d754ed4abf1,1,education
10869374,1,0bd1c5517caa4725b5edbb08c727e24d,11,education
10869374,1,0bf92ca0a1bf473d896fedeb3bcdeefa,11,education
10869374,1,0e63eed3f12149d386ff2cb0f78eb455,15,education
10869374,1,109c94289f094b4ba9ec5d1bddb3d5a2,15,education
10869374,1,18de4447302d4058898dec16f858cabe,3,education
10869374,1,1a48dc225dae47fab3e13e54d7133670,11,education
10869374,1,1bacfc237d7c4d6d9ff590efc09f23b3,11,education
10869374,1,22af4329b6f541059670b4efa62ace12,1,education
10869374,1,25d46dc065634dbb8f4b7de0878b756d,1,education
10869374,1,25ed363515764457ac9a29db7249108d,15,education
10869374,1,275fb404343649b0a7e1fdfb6741904f,1,education
10869374,1,2cb2b2ad2e0f410b925057af4203fefa,15,education
10869374,1,2dc9b0cd71c04c7c969e4b13922e19c7,1,education
10869374,1,33cfd82c49994d4381c486c6374e6449,15,education
10869374,1,3415161b635d411ab3ee81bc1255277a,15,education
10869374,1,3497eab5f6d8465981d5815fd1e2efd1,1,education
10869374,1,35a5a2f15c164c7ca946e07ea71b65aa,15,education
10869374,1,3fcfa9618f76475eae0c24688cd1f3dd,15,education
10869374,1,40ab4d0ae0c64414a4b7939e50a59d11,15,education
10869374,1,430a511b5b734d73a9c49a590f8d1353,6,education
10869374,1,43a934bba15b4245b2a376a1f8bbbf63,15,education
10869374,1,45889bd51d164c9e8403ac87f70b48aa,15,education
10869374,1,47633d288a5144ee9e4616334d83d52d,15,education
10869374,1,49dd9347c88244029f9e651a1155099b,11,education
10869374,1,4a104a72c9b3486da47e9d6202ae703d,15,education
10869374,1,4c324f17585e4277ac4d31d4be52947c,15,education
10869374,1,4eae10eb131e464fa55a02493d354c77,11,education
10869374,1,4ec68eceea38447e831f4271c80217a2,11,education
10869374,1,4fedb488e23f46eb8db3c45119ee360c,12,education
10869374,1,5287d86aa67b41c0af945510a7971397,1,education
10869374,1,559bc172fddd4320a522f3df69f794dd,15,education
10869374,1,561cf4b71ec34dad91e24381e9504a73,1,education
10869374,1,573c0094132e4c82abbe167c9c90bc42,5,education
10869374,1,59ad32425076422292d6fea167faaafc,6,education
10869374,1,5a608f1c90b845e0b5aba16f1aa2595f,11,education
10869374,1,5b65e8101b6e4962a3aebc16dc62af9b,1,education
10869374,1,605148fae73e485fa7d6031dbf65368f,15,education
10869374,1,61b5eb0c7d714151b3cfc0443d5cbdfb,1,education
10869374,1,62f0c4c8b4664ca6b90ccc74652d6efb,15,education
10869374,1,6f6f8df0286245fe985c99832cb68365,1,education
10869374,1,6fac8b3693df41c9ac138543691b3912,11,education
10869374,1,738f775f4d9948b886079e6c904a7f66,15,education
10869374,1,75fd76be91d14b6ca0507d26c7baa1c0,11,education
10869374,1,7842197c5d7e40eca4a96d12ee87efe2,1,education
10869374,1,7c66dde247df4db58ad509faeab2aaf9,1,education
10869374,1,7cc5efb46de3448b8e520eccdb2cc388,1,education
10869374,1,7cf7ea12a2e846eea7d3d11e7b7ab42b,1,education
10869374,1,801d09558c6c4ff2b3edec337b82a4a2,15,education
10869374,1,80af50d700ff41049d0c0c252f63de04,11,education
10869374,1,832a59428b434807895a1ba0c043b580,15,education
10869374,1,85e33d377ada4178b71806bc69c13314,15,education
10869374,1,86a3628f877041dbad140a94dfd59caa,11,education
10869374,1,893893194ebd4081ac8c4ad86be89708,1,education
10869374,1,8f73fab4c7a84fa6b89bb8111693ee26,15,education
10869374,1,912571aa287b4d8bb65e6d9fef21b554,1,education
10869374,1,936ef9dbca6a4d7caff1b5ce36cae221,1,education
10869374,1,97e44509674241b8baafba7dd36fc935,15,education
10869374,1,9b927e144ae347e290f6dbe05fdd3e5f,15,education
10869374,1,9eb426bbbacc41fd87b95e5d398d0170,15,education
10869374,1,9ed04f2883924a36843a42fa5ac0a25b,1,education
10869374,1,a1450c52ee074b57895d738fd9b3576f,11,education
10869374,1,a49c3bd6f6d640e184c966e305979455,15,education
10869374,1,ac258f7c4f864af382d7936846e1c287,1,education
10869374,1,acc8dfbb4e2144698388dc1f74386ec8,1,education
10869374,1,aebbbef03486488ca167f5fc9800d603,15,education
10869374,1,b6842ae96b85449892e132323953708c,15,education
10869374,1,b70267f6cbca4e0b87a5ac2f0504abad,1,education
10869374,1,b92fd89033ee419d858270e032733901,15,education
10869374,1,b9cde3e960ea460c8bd1dc6ec513ea7e,1,education
10869374,1,ba88901515674d75b15566482619d8f5,15,education
10869374,1,bdd35bcfe65747ffa46a63b4a3e9f587,15,education
10869374,1,be37dfe0de1a4a0d833d4c31f011c8c7,15,education
10869374,1,bffde80b70cf4942b7cad2ae5b0aae64,15,education
10869374,1,c2f7d85c75444369b6c775f540c0d77f,15,education
10869374,1,c4663cfa18ec4002b1885c3b79c803ab,1,education
10869374,1,c56c3e1dcfe74295b314dae2aaad0a69,1,education
10869374,1,c602d14c3c8d4fab96c55ab5329725c0,1,education
10869374,1,ca9a7ee8e7f64ba6bc46895767e161d7,1,education
10869374,1,cafdcdaccb0b4a7981c69a8ec8a8c6fb,1,education
10869374,1,cb1dca1d75f14fafb3f6b637381cbc9b,1,education
10869374,1,d42a3903fac04f9daf45bf26dd235083,15,education
10869374,1,e8ff747a842d493bb3be2d5257f871ff,15,education
10869374,1,e90a846af7ef45daa99b0c2b488ff1c4,11,education
10869374,1,f0ec5daad936418eac370eb023827b22,15,education
10869374,1,f101e30e6b384a349cc3eaa7f27c4392,15,education
10869374,1,f199d22efce443dc84dd2f04c0f09455,15,education
10869374,1,f1ef9ec3efe547f6ac0a910b91579bac,15,education
10869374,1,f8ca94fde47e46f1ab07b879f521a52a,11,education
10869374,1,f9d3770e8445423ba9ef57a5f8aca190,1,education
10869374,1,fda94bf2d08a4de181bae686f1f0f6ea,15,education
10869374,1,ff72234633d14b61b706d0db01a40607,15,education
10875749,1,087a9d5a44c54409be4105ab6a048d39,6,immigration
10875749,1,0c1ccc9b4e654510ad9b06a132b3774d,1,immigration
10875749,1,147f41fffcd444e597453b402262a711,1,immigration
10875749,1,15a67400735444a8802c1c47ed2a4d8c,15,immigration
10875749,1,1e8a7a39506246939c9e05e587c3af1c,6,immigration
10875749,1,1efabec956b04846823b8474eddfc2f3,1,immigration
10875749,1,285918e3bdd945aeb5d92ca9bf06d3d9,1,immigration
10875749,1,2ed0e82bf6d94d42a5aa16e273e6d2d1,1,immigration
10875749,1,311a70c9bc224296ad9e545f9f2d631c,11,immigration
10875749,1,395bccd8734f470dbf930b845f675750,1,immigration
10875749,1,552489e8679746d9b0b52d86bcf23c9a,1,immigration
10875749,1,5e826fcbf0094af299ffcd9c634f1bc2,1,immigration
10875749,1,634fa16728754e358d1151736908890f,1,immigration
10875749,1,6b63b675704f4960b1471f22cd2773d4,6,immigration
10875749,1,866a515bad8e4109816ae7c401c03274,6,immigration
10875749,1,935aa9b7e9d740939a9129d97fcf7568,1,immigration
10875749,1,a91cd8da0fcb46d3b715e9b4ef64d0b0,5,immigration
10875749,1,aacc847535004b15acc08eacb6efe721,5,immigration
10875749,1,b3e550898c374568a1e7b8768052f092,5,immigration
10875749,1,b7d960f07e7c4c69a2bfe5449a59485f,6,immigration
10875749,1,ccd7871f49814056b1afe3624222a490,1,immigration
10875749,1,d6b87fdb920049fd911e15cf92b83fda,1,immigration
10875749,1,e2c10845d79c4ebf9088ce05ab134add,1,immigration
10875749,1,e4e23232fe4f45318e40a344b622e81d,1,immigration
10932004,1,008eae7ab7204288af5ca395ed41a2c9,1,immigration
10932004,1,07aca16470e54fe38a4b917274643ee8,15,immigration
10932004,1,0c878570fb9e4d6ca56083c9767bdd7b,1,immigration
10932004,1,1000972cc138497990bd89299fe38dec,1,immigration
10932004,1,12e99c7909f745e68d67b9fd6ae18b12,15,immigration
10932004,1,15ceecc6a585426f978637fccd073449,1,immigration
10932004,1,208998e551974bf1b76e21d07b21845f,1,immigration
10932004,1,47ffe2d76d1348fd8467f4a7f5825778,1,immigration
10932004,1,4b4d3ddfc33b4fd08e576b69ef844be4,6,immigration
10932004,1,4c8757d7228f4f81961ccc621d3f7d0e,1,immigration
10932004,1,4fb4c442ab8a45d3bd08f1a23a20d745,1,immigration
10932004,1,50fd42666c45406ab05b505a718bdfb9,1,immigration
10932004,1,5572af111d5b449bafdec7be95a3b092,1,immigration
10932004,1,55b9991e07f84ee2b68a9f9d31e2be2a,1,immigration
10932004,1,5dca6ca509684767afab8806e8d266c2,1,immigration
10932004,1,5e561c90b5174938b09cc25ff957891a,1,immigration
10932004,1,657b02a6ccae4c06845b60c06d745ec5,1,immigration
10932004,1,695a566512c84518b35e9cafdd07f998,1,immigration
10932004,1,72533051035d4b329889104983525c92,1,immigration
10932004,1,75c51650daf94e6490644e0244d6a8ce,1,immigration
10932004,1,894383dbd46847a0be1e744264d5a2c8,1,immigration
10932004,1,9330cab56b204464bb5dad7320943c7b,6,immigration
10932004,1,9bbd427d77614c3ab263c0dce78d1358,1,immigration
10932004,1,a8204907c77b486a860d8a0166e94bb8,1,immigration
10932004,1,a8fcfb49245c4a75a2405834adbb526c,1,immigration
10932004,1,b0b1f66dfa3945bdba4a5bb42719df8e,6,immigration
10932004,1,c5c1e4a27c5f4f98be696d28ad2c49c4,1,immigration
10932004,1,d55a47dd70eb447fb15dec4fba923e61,15,immigration
10932004,1,dbb5d877da464504be354cc9ac4806f0,1,immigration
10932004,1,dc1404c913cc494bb0bad18eeb4a1801,1,immigration
10932004,1,e4a58e416f464a93b62f5c937dbead69,6,immigration
10932004,1,e6c54e921d8a4bb8a7ca9da402b87389,1,immigration
10932004,1,e9593119d4a94ce398a7ba1c187b5f25,1,immigration
10932004,1,f87e8888c7a94d7481c9ba9c1cbc3930,6,immigration
10953744,1,0dd5020a9014474a88475f848fdd9e41,1,immigration
10953744,1,123967824dc34a558ca221fc1345ab12,1,immigration
10953744,1,2d5e28c24b4e4f959953f5f9a7289643,1,immigration
10953744,1,314ae9e90b2f4fa6999605f455831621,1,immigration
10953744,1,369c2a398c9d41b4958d65af779a0fcb,12,immigration
10953744,1,55efa4fe07bf46ffb0852b1ed65cebfd,1,immigration
10953744,1,90da2240b7e34948824f8372acdede8d,15,immigration
10953744,1,9a61b3e2f4d94baeb71fa2fc93c500f1,1,immigration
10953744,1,a02519186f6742409771243c98bed0c0,1,immigration
10953744,1,a1190e038e3145769fe831d47da5f2ef,6,immigration
10953744,1,b8f3e6e7dba84c97b4a9a4c182e7ba98,5,immigration
